name,team,position,price,gw,opponent,home,minutes,points,goals,assists,xG,xA,xGC,CS,BPS,YC,RC,fixture_id,kickoff_time
Adrien Truffert,Bournemouth,Defender,4.5,13,Sunderland,False,90,1,0,0,0.04,0.01,1.28,0,4,0,0,128,2025-11-29T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,14,Everton,True,90,4,0,0,0.00,0.08,1.44,0,17,0,0,132,2025-12-02T19:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,15,Chelsea,True,90,6,0,0,0.03,0.04,0.92,1,31,0,0,142,2025-12-06T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,16,Man Utd,False,90,0,0,0,0.00,0.02,3.29,0,-6,0,0,157,2025-12-15T20:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,17,Burnley,True,90,5,0,0,0.00,0.03,0.38,0,24,0,0,162,2025-12-20T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,18,Brentford,False,76,1,0,0,0.00,0.01,2.21,0,-2,0,0,172,2025-12-27T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,19,Chelsea,False,90,3,0,0,0.10,0.03,2.31,0,14,0,0,184,2025-12-30T19:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,20,Arsenal,True,90,1,0,0,0.00,0.02,1.13,0,-1,0,0,192,2026-01-03T17:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,21,Spurs,True,90,1,0,0,0.00,0.02,1.25,0,1,0,0,202,2026-01-07T19:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,22,Brighton,False,90,4,0,0,0.00,0.07,1.05,0,11,0,0,212,2026-01-19T20:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,23,Liverpool,True,90,3,0,0,0.00,0.01,0.93,0,7,0,0,222,2026-01-24T17:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,24,Wolves,False,90,6,0,0,0.00,0.01,1.38,1,27,0,0,240,2026-01-31T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,25,Aston Villa,True,90,2,0,0,0.00,0.01,0.44,0,7,0,0,242,2026-02-07T15:00:00Z
Adrien Truffert,Bournemouth,Defender,4.5,26,Everton,False,90,7,0,1,0.02,0.49,2.94,0,18,0,0,255,2026-02-10T19:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,27,West Ham,False,90,6,0,0,0.04,0.00,3.27,1,24,0,0,270,2026-02-21T17:30:00Z
Adrien Truffert,Bournemouth,Defender,4.5,28,Sunderland,True,90,4,0,0,0.00,0.03,1.42,0,16,0,0,272,2026-02-28T12:30:00Z
James Hill,Bournemouth,Defender,4.1,1,Liverpool,False,1,1,0,0,0.00,0.00,0.11,0,0,0,0,1,2025-08-15T19:00:00Z
James Hill,Bournemouth,Defender,4.1,2,Wolves,True,2,1,0,0,0.00,0.00,0.06,0,3,0,0,12,2025-08-23T14:00:00Z
James Hill,Bournemouth,Defender,4.1,3,Spurs,False,64,5,0,0,0.00,0.00,0.19,1,17,1,0,29,2025-08-30T14:00:00Z
James Hill,Bournemouth,Defender,4.1,4,Brighton,True,86,2,0,0,0.12,0.03,0.62,0,7,0,0,32,2025-09-13T14:00:00Z
James Hill,Bournemouth,Defender,4.1,5,Newcastle,True,45,1,0,0,0.00,0.00,0.00,0,4,0,0,42,2025-09-21T13:00:00Z
James Hill,Bournemouth,Defender,4.1,6,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,56,2025-09-27T14:00:00Z
James Hill,Bournemouth,Defender,4.1,7,Fulham,True,60,6,0,0,0.00,0.16,0.20,1,27,0,0,63,2025-10-03T19:00:00Z
James Hill,Bournemouth,Defender,4.1,8,Crystal Palace,False,15,1,0,0,0.00,0.00,1.95,0,3,0,0,73,2025-10-18T14:00:00Z
James Hill,Bournemouth,Defender,4.1,9,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,83,2025-10-26T14:00:00Z
James Hill,Bournemouth,Defender,4.1,10,Man City,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,96,2025-11-02T16:30:00Z
James Hill,Bournemouth,Defender,4.1,11,Aston Villa,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,101,2025-11-09T14:00:00Z
James Hill,Bournemouth,Defender,4.1,12,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,112,2025-11-22T15:00:00Z
James Hill,Bournemouth,Defender,4.1,13,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,128,2025-11-29T15:00:00Z
James Hill,Bournemouth,Defender,4.1,14,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,132,2025-12-02T19:30:00Z
James Hill,Bournemouth,Defender,4.1,15,Chelsea,True,28,1,0,0,0.00,0.00,0.24,0,4,0,0,142,2025-12-06T15:00:00Z
James Hill,Bournemouth,Defender,4.1,16,Man Utd,False,1,1,0,0,0.00,0.00,0.00,0,3,0,0,157,2025-12-15T20:00:00Z
James Hill,Bournemouth,Defender,4.1,17,Burnley,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,162,2025-12-20T15:00:00Z
James Hill,Bournemouth,Defender,4.1,18,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,172,2025-12-27T15:00:00Z
James Hill,Bournemouth,Defender,4.1,19,Chelsea,False,90,3,0,0,0.03,0.00,2.31,0,5,0,0,184,2025-12-30T19:30:00Z
James Hill,Bournemouth,Defender,4.1,20,Arsenal,True,90,3,0,0,0.00,0.07,1.13,0,6,0,0,192,2026-01-03T17:30:00Z
James Hill,Bournemouth,Defender,4.1,21,Spurs,True,90,3,0,0,0.00,0.01,1.25,0,5,0,0,202,2026-01-07T19:30:00Z
James Hill,Bournemouth,Defender,4.1,22,Brighton,False,90,2,0,0,0.02,0.01,1.05,0,5,0,0,212,2026-01-19T20:00:00Z
James Hill,Bournemouth,Defender,4.1,23,Liverpool,True,90,6,0,1,0.06,0.20,0.93,0,17,0,0,222,2026-01-24T17:30:00Z
James Hill,Bournemouth,Defender,4.1,24,Wolves,False,90,7,0,0,0.00,0.00,1.38,1,23,1,0,240,2026-01-31T15:00:00Z
James Hill,Bournemouth,Defender,4.1,25,Aston Villa,True,90,7,0,1,0.00,0.06,0.44,0,24,0,0,242,2026-02-07T15:00:00Z
James Hill,Bournemouth,Defender,4.1,26,Everton,False,90,9,0,1,0.00,0.22,2.94,0,31,0,0,255,2026-02-10T19:30:00Z
James Hill,Bournemouth,Defender,4.1,27,West Ham,False,90,6,0,0,0.00,0.07,3.27,1,29,0,0,270,2026-02-21T17:30:00Z
James Hill,Bournemouth,Defender,4.1,28,Sunderland,True,90,2,0,0,0.00,0.00,1.42,0,6,0,0,272,2026-02-28T12:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,1,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,1,2025-08-15T19:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,2,Wolves,True,12,1,0,0,0.11,0.01,0.06,0,1,0,0,12,2025-08-23T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,3,Spurs,False,9,1,0,0,0.00,0.00,0.07,0,1,0,0,29,2025-08-30T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,4,Brighton,True,23,1,0,0,0.09,0.32,0.05,0,6,0,0,32,2025-09-13T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,5,Newcastle,True,27,1,0,0,0.11,0.00,0.00,0,4,0,0,42,2025-09-21T13:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,6,Leeds,False,59,1,0,0,0.00,0.05,1.36,0,6,0,0,56,2025-09-27T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,7,Fulham,True,29,7,1,0,0.02,0.01,0.69,0,31,0,0,63,2025-10-03T19:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,8,Crystal Palace,False,75,2,0,0,0.00,0.23,2.49,0,2,0,0,73,2025-10-18T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,9,Nott'm Forest,True,68,2,0,0,0.09,0.06,0.14,1,3,1,0,83,2025-10-26T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,10,Man City,False,28,0,0,0,0.00,0.01,0.31,0,-2,1,0,96,2025-11-02T16:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,11,Aston Villa,False,62,2,0,0,0.03,0.01,0.85,0,4,0,0,101,2025-11-09T14:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,12,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,112,2025-11-22T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,13,Sunderland,False,19,1,0,0,0.00,0.02,0.07,0,2,0,0,128,2025-11-29T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,14,Everton,True,69,2,0,0,0.00,0.18,1.27,1,9,1,0,132,2025-12-02T19:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,15,Chelsea,True,73,3,0,0,0.00,0.03,0.90,1,7,0,0,142,2025-12-06T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,16,Man Utd,False,90,2,0,0,0.02,0.16,3.29,0,12,0,0,157,2025-12-15T20:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,17,Burnley,True,63,3,0,0,0.04,0.04,0.00,1,13,0,0,162,2025-12-20T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,18,Brentford,False,45,0,0,0,0.85,0.20,2.13,0,3,1,0,172,2025-12-27T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,19,Chelsea,False,90,9,1,0,0.82,0.04,2.08,0,35,0,0,184,2025-12-30T19:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,20,Arsenal,True,73,2,0,0,0.06,0.17,1.02,0,10,0,0,192,2026-01-03T17:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,21,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,202,2026-01-07T19:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,22,Brighton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,212,2026-01-19T20:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,23,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,222,2026-01-24T17:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,24,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,240,2026-01-31T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,25,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,242,2026-02-07T15:00:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,26,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,255,2026-02-10T19:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,27,West Ham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,270,2026-02-21T17:30:00Z
Justin Kluivert,Bournemouth,Midfielder,7.0,28,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,272,2026-02-28T12:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,1,Liverpool,False,90,4,0,0,0.32,0.06,2.21,0,20,0,0,1,2025-08-15T19:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,2,Wolves,True,77,11,1,0,0.19,0.21,0.41,1,36,0,0,12,2025-08-23T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,3,Spurs,False,80,3,0,0,0.31,0.05,0.12,1,0,0,0,29,2025-08-30T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,4,Brighton,True,85,2,0,0,0.04,0.11,0.62,0,9,0,0,32,2025-09-13T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,5,Newcastle,True,74,3,0,0,0.06,0.03,0.14,1,4,0,0,42,2025-09-21T13:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,6,Leeds,False,30,1,0,0,0.00,0.02,0.48,0,3,0,0,56,2025-09-27T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,7,Fulham,True,60,3,0,0,0.00,0.05,0.20,1,1,0,0,63,2025-10-03T19:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,8,Crystal Palace,False,90,5,0,1,0.00,0.61,2.99,0,17,0,0,73,2025-10-18T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,9,Nott'm Forest,True,90,11,1,0,0.09,0.08,0.35,1,35,0,0,83,2025-10-26T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,10,Man City,False,90,2,0,0,0.02,0.03,2.22,0,11,0,0,96,2025-11-02T16:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,11,Aston Villa,False,90,2,0,0,0.29,0.19,1.70,0,16,0,0,101,2025-11-09T14:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,12,West Ham,True,90,7,1,0,1.15,0.12,0.65,0,27,0,0,112,2025-11-22T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,13,Sunderland,False,90,1,0,0,0.20,0.13,1.28,0,10,1,0,128,2025-11-29T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,14,Everton,True,30,1,0,0,0.00,0.02,0.61,0,4,0,0,132,2025-12-02T19:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,15,Chelsea,True,90,5,0,0,0.25,0.03,0.92,1,15,0,0,142,2025-12-06T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,16,Man Utd,False,90,12,1,1,0.85,0.02,3.29,0,44,0,0,157,2025-12-15T20:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,17,Burnley,True,90,2,0,0,0.06,0.07,0.38,0,15,0,0,162,2025-12-20T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,18,Brentford,False,90,1,0,0,0.04,0.06,3.66,0,19,1,0,172,2025-12-27T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,19,Chelsea,False,90,3,0,0,0.04,0.03,2.31,0,6,1,0,184,2025-12-30T19:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,20,Arsenal,True,90,2,0,0,0.36,0.02,1.13,0,14,0,0,192,2026-01-03T17:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,21,Spurs,True,86,5,0,1,0.04,0.12,1.21,0,19,0,0,202,2026-01-07T19:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,22,Brighton,False,70,8,1,0,0.81,0.37,0.55,1,16,0,0,212,2026-01-19T20:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,23,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,222,2026-01-24T17:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,24,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,240,2026-01-31T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,25,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,242,2026-02-07T15:00:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,26,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,255,2026-02-10T19:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,27,West Ham,False,10,1,0,0,0.00,0.00,0.18,0,2,0,0,270,2026-02-21T17:30:00Z
Marcus Tavernier,Bournemouth,Midfielder,5.3,28,Sunderland,True,80,7,0,1,0.26,0.21,1.34,0,29,0,0,272,2026-02-28T12:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,1,Liverpool,False,90,4,0,0,0.00,0.10,2.10,0,11,0,0,1,2025-08-15T19:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,2,Wolves,True,87,2,0,0,0.03,0.01,0.41,1,17,1,0,12,2025-08-23T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,3,Spurs,False,90,4,0,0,0.03,0.01,0.19,1,14,1,0,29,2025-08-30T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,4,Brighton,True,90,1,0,0,0.00,0.01,0.62,0,15,1,0,32,2025-09-13T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,5,Newcastle,True,90,3,0,0,0.04,0.01,0.14,1,19,0,0,42,2025-09-21T13:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,6,Leeds,False,80,2,0,0,0.04,0.02,1.77,0,19,0,0,56,2025-09-27T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,7,Fulham,True,77,2,0,0,0.02,0.02,0.60,0,15,0,0,63,2025-10-03T19:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,8,Crystal Palace,False,90,3,0,0,0.01,0.01,4.44,0,13,1,0,73,2025-10-18T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,9,Nott'm Forest,True,90,6,0,1,0.00,0.01,0.35,1,20,0,0,83,2025-10-26T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,10,Man City,False,79,8,1,0,0.36,0.03,1.99,0,34,0,0,96,2025-11-02T16:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,11,Aston Villa,False,90,2,0,0,0.00,0.01,1.70,0,8,0,0,101,2025-11-09T14:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,12,West Ham,True,79,2,0,0,0.00,0.05,0.65,0,14,0,0,112,2025-11-22T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,13,Sunderland,False,70,9,1,0,0.03,0.01,1.20,0,33,0,0,128,2025-11-29T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,14,Everton,True,90,1,0,0,0.00,0.02,1.44,0,10,1,0,132,2025-12-02T19:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,15,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,142,2025-12-06T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,16,Man Utd,False,4,1,0,0,0.00,0.00,0.18,0,3,0,0,157,2025-12-15T20:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,17,Burnley,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,162,2025-12-20T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,18,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,172,2025-12-27T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,19,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,184,2025-12-30T19:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,20,Arsenal,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,192,2026-01-03T17:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,21,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,202,2026-01-07T19:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,22,Brighton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,212,2026-01-19T20:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,23,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,222,2026-01-24T17:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,24,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,240,2026-01-31T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,25,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,242,2026-02-07T15:00:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,26,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,255,2026-02-10T19:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,27,West Ham,False,65,5,0,0,0.00,0.01,1.47,1,15,0,0,270,2026-02-21T17:30:00Z
Tyler Adams,Bournemouth,Midfielder,4.9,28,Sunderland,True,61,1,0,0,0.00,0.01,1.21,0,6,1,0,272,2026-02-28T12:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,1,Liverpool,False,83,4,0,1,0.19,0.19,1.90,0,23,1,0,1,2025-08-15T19:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,2,Wolves,True,66,3,0,0,0.17,0.67,0.41,1,11,0,0,12,2025-08-23T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,3,Spurs,False,63,4,0,0,0.34,0.32,0.01,1,24,0,0,29,2025-08-30T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,4,Brighton,True,66,1,0,0,0.09,0.02,0.57,0,0,1,0,32,2025-09-13T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,5,Newcastle,True,62,3,0,0,0.00,0.04,0.14,1,8,0,0,42,2025-09-21T13:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,6,Leeds,False,30,1,0,0,0.09,0.06,0.48,0,5,0,0,56,2025-09-27T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,7,Fulham,True,84,2,0,0,0.00,0.02,0.64,0,11,0,0,63,2025-10-03T19:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,8,Crystal Palace,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,73,2025-10-18T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,9,Nott'm Forest,True,21,0,0,0,0.08,0.09,0.21,0,-3,1,0,83,2025-10-26T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,10,Man City,False,61,2,0,0,0.01,0.06,1.91,0,12,0,0,96,2025-11-02T16:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,11,Aston Villa,False,13,1,0,0,0.09,0.00,0.59,0,3,0,0,101,2025-11-09T14:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,12,West Ham,True,60,1,0,0,0.32,0.21,0.65,0,5,1,0,112,2025-11-22T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,13,Sunderland,False,19,0,0,0,0.03,0.13,0.07,0,4,1,0,128,2025-11-29T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,14,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,132,2025-12-02T19:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,15,Chelsea,True,16,1,0,0,0.00,0.00,0.03,0,3,0,0,142,2025-12-06T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,16,Man Utd,False,1,1,0,0,0.28,0.00,0.00,0,2,0,0,157,2025-12-15T20:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,17,Burnley,True,73,2,0,0,0.79,0.06,0.00,1,-11,1,0,162,2025-12-20T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,18,Brentford,False,45,1,0,0,0.34,0.44,2.13,0,17,0,0,172,2025-12-27T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,19,Chelsea,False,77,10,1,0,1.39,0.46,2.03,0,37,0,0,184,2025-12-30T19:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,20,Arsenal,True,66,2,0,0,0.11,0.01,0.59,0,8,0,0,192,2026-01-03T17:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,21,Spurs,True,26,4,0,1,0.09,0.01,0.98,0,10,0,0,202,2026-01-07T19:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,22,Brighton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,212,2026-01-19T20:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,23,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,222,2026-01-24T17:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,24,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,240,2026-01-31T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,25,Aston Villa,True,3,1,0,0,0.00,0.01,0.00,0,3,0,0,242,2026-02-07T15:00:00Z
David Brooks,Bournemouth,Midfielder,5.0,26,Everton,False,10,0,0,0,0.00,0.00,0.81,0,0,1,0,255,2026-02-10T19:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,27,West Ham,False,24,1,0,0,0.10,0.02,1.80,0,5,0,0,270,2026-02-21T17:30:00Z
David Brooks,Bournemouth,Midfielder,5.0,28,Sunderland,True,45,1,0,0,0.00,0.03,0.96,0,3,0,0,272,2026-02-28T12:30:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,1,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,1,2025-08-15T19:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,2,Wolves,True,24,1,0,0,0.06,0.02,0.06,0,3,0,0,12,2025-08-23T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,3,Spurs,False,27,1,0,0,0.00,0.00,0.18,0,10,0,0,29,2025-08-30T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,4,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,32,2025-09-13T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,5,Newcastle,True,27,1,0,0,0.01,0.02,0.00,0,4,0,0,42,2025-09-21T13:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,6,Leeds,False,59,4,0,1,0.08,0.02,1.36,0,7,0,0,56,2025-09-27T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,7,Fulham,True,12,1,0,0,0.00,0.00,0.28,0,3,0,0,63,2025-10-03T19:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,8,Crystal Palace,False,23,5,1,0,0.63,0.00,2.68,0,19,1,0,73,2025-10-18T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,9,Nott'm Forest,True,10,1,0,0,0.00,0.00,0.02,0,3,0,0,83,2025-10-26T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,10,Man City,False,17,1,0,0,0.00,0.00,0.26,0,4,0,0,96,2025-11-02T16:30:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,11,Aston Villa,False,27,1,0,0,0.00,0.01,0.84,0,5,0,0,101,2025-11-09T14:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,12,West Ham,True,45,1,0,0,0.29,0.08,0.12,0,11,0,0,112,2025-11-22T15:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,13,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,128,2025-11-29T15:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,14,Everton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,132,2025-12-02T19:30:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,15,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,142,2025-12-06T15:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,16,Man Utd,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,157,2025-12-15T20:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,17,Burnley,True,16,1,0,0,0.00,0.01,0.38,0,-1,0,0,162,2025-12-20T15:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,18,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,172,2025-12-27T15:00:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,19,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,184,2025-12-30T19:30:00Z
Ryan Christie,Bournemouth,Midfielder,4.9,20,Arsenal,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,192,2026-01-03T17:30:00Z
